"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0,92.0773266251494,186.546537675501,283.535222423724,383.181459454928,485.634998931528,591.058616268116,699.629667931334,811.541886699026,927.007462014588,1046.25946155289,1169.55466343917,1297.17688563055,1429.44092100782,1566.69721542213,1709.33746365085,1857.80134825191,2012.58471339598,2174.24955672832,2343.43634718344,2520.87935034988,2707.42588802538,2904.0608098048,3111.93796661798,3332.4212370489,3567.13881190276,3818.05623598042,4087.576565772,4378.68069860178,4695.1289070782,5041.75870069974,5424.94016015468,5853.30058739878,6338.9355863303,6899.56004895166,7562.63805104962,8374.17993774864,9420.43939930154,10895.0592880985,13415.9386384484
"2",0,71.9810942050214,145.832034814673,221.652564249724,299.550624910402,379.643283407382,462.057788791886,546.932788796218,634.419733270668,724.684500492484,817.90929021568,914.294837747198,1014.06301667805,1117.45991512608,1224.75949278097,1336.26795552096,1452.32902348635,1573.33032094108,1699.71118737216,1831.97230689373,1970.68768879163,2116.5197236063,2270.23831370202,2432.74547758352,2605.1074220623,2788.5969790073,2984.75070546968,3195.4471815726,3423.01671227798,3670.39887616378,3941.37537758326,4240.92600249366,4575.79511085392,4955.4383942613,5393.7044010696,5912.06306637488,6546.48279964554,7364.39208986122,8517.17048843716,10487.8581772288
"3",0,92.0713403477868,186.534409615788,283.516788781636,383.156547453456,485.603426057866,591.02018942685,699.584182496462,811.48912544929,926.947193933528,1046.19144047148,1169.47862649432,1297.09255150716,1429.34798792494,1566.5953588151,1709.22633348951,1857.68056592077,2012.45386804294,2174.10820096378,2343.28399197864,2520.7154589388,2707.24986855458,2903.87200639226,3111.73564836564,3332.20458438808,3566.90689941028,3817.80801044596,4087.3108177539,4378.39602485956,4694.82365990258,5041.4309178776,5424.58746533104,5852.92004332688,6338.52346938474,6899.11148379836,7562.14637681638,8373.63550226568,9419.82694273716,10894.3509612045,13415.0664201433
"4",0,107.932580847741,218.66891663238,332.358566859958,449.163386555994,569.258912110434,692.835948048562,820.10239073179,951.28533275147,1086.63350150981,1226.42009776734,1370.94611555568,1520.5442448619,1675.58348432333,1836.47462481056,2003.67680897868,2177.7054305188,2359.14171548296,2548.6444346946,2746.96434262924,2954.96214173016,3173.63105836254,3404.12552828614,3647.79808977872,3906.24747448162,4181.3822394975,4475.50638659206,4791.43676654072,5132.66757224896,5503.60657642476,5909.92428346032,6359.0876700163,6861.20961621178,7430.46852832222,8087.62971397912,8864.88642519046,9816.17175794194,11042.5918557093,12771.1338996721,15726.0960414022
"5",0,60.8109999602714,123.201681792477,187.256309794243,253.066075762086,320.72987979937,390.355224329258,462.059241597882,535.9698793246,612.227274638784,690.985353364378,772.413700513636,856.69975912397,944.051429126464,1034.70015688716,1128.90463096667,1226.95523268898,1329.17943441831,1435.94839852477,1547.68511248835,1664.87451029127,1788.07619208375,1917.94058605336,2055.22973462052,2200.84438961588,2355.85986365564,2521.57426941524,2699.57466717844,2891.82974298024,3100.82290881604,3329.74902058254,3582.81509634462,3865.71889990714,4186.44877970652,4556.70425327152,4994.62353087382,5530.59341019842,6221.5787635628,7195.46792048968,8860.34243078096
"6",0,71.6039587311774,145.06796705273,220.491244798134,297.981168817612,377.65419236673,459.63689779205,544.067206399318,631.09577453726,720.887611385712,813.623962087042,909.504510221962,1008.74996690399,1111.60513090465,1218.34252653787,1329.26675535647,1444.7197366243,1565.08706369896,1690.80577420601,1822.37392899103,1960.36252989373,2105.43049694646,2258.34369871134,2419.99942768578,2591.458304431,2773.98649198078,2969.11249679772,3178.7050564316,3405.08226651804,3651.16830409974,3920.72505978746,4218.70622860508,4551.82083432472,4929.47502669146,5365.44479641176,5881.0875896812,6512.18336421846,7325.8073263055,8472.54589411218,10432.9084240059
"7",0,103.442274198052,209.571659041368,318.531491929196,430.476894251188,545.57609957721,664.011974413996,785.983766034734,911.709119324022,1041.42641390679,1175.39748460399,1313.91080322744,1457.28521890123,1605.87437885517,1760.07198387487,1920.31807495678,2087.106603928,2260.99461616052,2442.61347571156,2632.68270350522,2832.0271942808,3041.59885332218,3262.504088532,3496.0391686948,3743.73631360482,4007.4246788848,4289.31241318204,4592.09917815568,4919.13379820882,5274.64066999236,5664.05438856162,6094.5312828128,6575.76350788564,7121.33960746284,7751.16099248962,8496.08158284242,9407.79070216644,10583.1881867704,12239.8178964472,15071.845090728
"8",0,89.6394151692292,181.607385357224,276.028121683086,373.036046855098,472.776946133026,575.409285162028,681.105724579946,790.054867743784,902.463286002948,1018.55787614991,1138.58861765103,1262.83181387681,1391.59392300501,1525.21611220782,1664.07970544471,1808.61274389369,1959.29794336657,2116.68242161854,2281.38969002672,2454.1345731885,2635.74195854572,2827.1706200436,3029.54385835052,3244.18944093228,3472.6924493384,3716.9663870653,3979.35068539632,4262.74731708218,4570.81699480704,4908.269146377,5281.3051932321,5698.32401412078,6171.1009602538,6716.88189027068,7362.4037195655,8152.45858730928,9171.01646345918,10606.5931604978,13060.7277336863
"9",0,98.2970688048946,199.147591717711,302.687776553924,409.06502898525,518.439214665456,630.984104344792,746.889034762744,866.360825175386,989.625998235814,1116.93336513471,1248.55704913314,1384.80003984084,1525.99839411996,1672.52623012974,1824.80170128417,1983.2941903101,2148.53303521444,2321.1181960876,2501.73340497556,2691.16252645956,2890.31011817728,3100.2275554448,3322.14663080436,3557.52335163494,3808.09589159428,4075.9625663004,4363.6887565893,4674.45671676966,5012.28072254716,5382.32505291912,5791.39008190436,6248.6858780945,6767.12509275996,7365.61924322922,8073.48757937868,8939.84840455406,10056.7817696888,11631.0109310136,14322.1734574732
"10",0,94.1575580086542,190.761038425903,289.940913049562,391.838379966754,496.606572528776,604.411943608488,715.435856549154,829.876420982506,947.9506201829,1069.8967873418,1195.97750177281,1326.48299351128,1461.73516730856,1602.09238636621,1747.95519471685,1899.77320832431,2058.0534735807,2223.3706849067,2396.37978085308,2577.83161569936,2768.59265412526,2969.66999566612,3182.24355930784,3407.70803668186,3647.72840304116,3904.31460921064,4179.92400206556,4477.60482402366,4801.20230060606,5155.66323139872,5547.50161136548,5985.53965238122,6482.14622491,7055.43643972302,7733.49484709808,8563.37126808058,9633.26805542238,11141.2028837799,13719.0344994793
