"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1.94702689537806,1.93136472061725,1.9290769845139,1.95596042960399,1.92406177703926,1.962352498739,1.96742378651512,1.94573867188372,1.96168603191379,1.92420728162072
"2",0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0
