"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1.96560017479995,1.96853436157947,1.95732498364635,1.97267823400141,1.96847856930724,1.96956167500646,1.97946458486728,1.97186151782202,1.98393003046625,1.96799081457678
"2",0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0
