"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1.98445807274686,1.95003209076699,1.93589146230443,1.95149469301073,1.92738832050729,1.92112920191133,1.99197672415557,1.97640718648855,1.9999,1.96164205782729
"2",0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0
