"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1.9783098729743,1.98018376561445,1.9722235059775,1.97027128979761,1.9649940709921,1.98120136183646,1.97355328067927,1.97410708497142,1.97576792321804,1.97244216071461
"2",0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0
