"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1.99879502889573,1.97515421581098,1.99668581173568,1.98119604002653,1.9999,1.96390591151835,1.98633041431836,1.98267768138133,1.99304336699788,1.9999
"2",0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0
