"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1.95631772612936,1.91578271305129,1.98118348153911,1.95847427976436,1.98677670500044,1.9699732182815,1.95987825236387,1.99555802759628,1.99337294488456,1.9999
"2",0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0
