"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1.99031379792779,1.98976308831397,1.99340810682581,1.9999,1.92020892229155,1.9999,1.97580907656849,1.99065992509585,1.977631460909,1.97133912032961
"2",0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0
