"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1.95996385023675,1.97859133928845,1.95234261471658,1.97672103067209,1.97282557475768,1.9637018768783,1.96046695350509,1.97010283570384,1.96221490930727,1.97630866009007
"2",0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0
