,index,binned,distance,position
0,0,,0.23995364,0.0
1,1,,0.21039502,10101.01
2,2,,0.18974511,20202.02
3,3,,0.17701615,30303.03
4,4,,0.16332658,40404.04
5,5,,0.15317284,50505.051
6,6,,0.144475,60606.061
7,7,,0.13179922,70707.071
8,8,,0.126548,80808.081
9,9,,0.12542138,90909.091
10,10,,0.12351001,101010.101
11,11,,0.12119381,111111.111
12,12,,0.12111036,121212.121
13,13,,0.11684373,131313.131
14,14,,0.11568413,141414.141
15,15,,0.11365974,151515.152
16,16,,0.11563721,161616.162
17,17,,0.11630484,171717.172
18,18,,0.12190519,181818.182
19,19,,0.11821415,191919.192
20,20,,0.11937163,202020.202
21,21,,0.119069666,212121.212
22,22,,0.11802366,222222.222
23,23,,0.11868277,232323.232
24,24,,0.11321098,242424.242
25,25,,0.110130265,252525.253
26,26,,0.110459626,262626.263
27,27,,0.108617306,272727.273
28,28,,0.10622608,282828.283
29,29,,0.11021521,292929.293
30,30,,0.10936626,303030.303
31,31,,0.11130917,313131.313
32,32,,0.111644484,323232.323
33,33,,0.106313944,333333.333
34,34,,0.108874716,343434.343
35,35,,0.11264213,353535.354
36,36,,0.109194845,363636.364
37,37,,0.10832077,373737.374
38,38,,0.11094017,383838.384
39,39,,0.10769612,393939.394
40,40,,0.10853779,404040.404
41,41,,0.10516905,414141.414
42,42,,0.10740507,424242.424
43,43,,0.109398395,434343.434
44,44,,0.10487634,444444.444
45,45,,0.1064782,454545.455
46,46,,0.10477681,464646.465
47,47,,0.10787432,474747.475
48,48,,0.106096976,484848.485
49,49,,0.10407171,494949.495
50,50,,0.10824356,505050.505
51,51,,0.1059967,515151.515
52,52,,0.10835987,525252.525
53,53,,0.10966482,535353.535
54,54,,0.11071343,545454.545
55,55,,0.11020926,555555.556
56,56,,0.106939174,565656.566
57,57,,0.1113616,575757.576
58,58,,0.110314034,585858.586
59,59,,0.11102801,595959.596
60,60,,0.10865803,606060.606
61,61,,0.10351493,616161.616
62,62,,0.10860616,626262.626
63,63,,0.10686609,636363.636
64,64,,0.11008522,646464.646
65,65,,0.1125874,656565.657
66,66,,0.101472735,666666.667
67,67,,0.10444613,676767.677
68,68,,0.10514512,686868.687
69,69,,0.109738864,696969.697
70,70,,0.110778295,707070.707
71,71,,0.11062214,717171.717
72,72,,0.10427948,727272.727
73,73,,0.11121636,737373.737
74,74,,0.11233963,747474.747
75,75,,0.104193896,757575.758
76,76,,0.09868567,767676.768
77,77,,0.10146475,777777.778
78,78,,0.10619494,787878.788
79,79,,0.10114921,797979.798
80,80,,0.10036899,808080.808
81,81,,0.100229315,818181.818
82,82,,0.11204918,828282.828
83,83,,0.104118936,838383.838
84,84,,0.108447775,848484.848
85,85,,0.10904613,858585.859
86,86,,0.1201495,868686.869
87,87,,0.11661409,878787.879
88,88,,0.115082026,888888.889
89,89,,0.11681064,898989.899
90,90,,0.098668665,909090.909
91,91,,0.10939726,919191.919
92,92,,0.12340552,929292.929
93,93,,0.12644775,939393.939
94,94,,0.10191514,949494.949
95,95,,0.11789466,959595.96
96,96,,0.12200162,969696.97
97,97,,0.15473574,979797.98
98,98,,0.06671574,989898.99
99,0,,0.28514358,0.0
100,1,,0.23802122,10101.01
101,2,,0.21164417,20202.02
102,3,,0.1889412,30303.03
103,4,,0.1686092,40404.04
104,5,,0.16597989,50505.051
105,6,,0.17429222,60606.061
106,7,,0.15849875,70707.071
107,8,,0.15050511,80808.081
108,9,,0.14123173,90909.091
109,10,,0.13872701,101010.101
110,11,,0.13217126,111111.111
111,12,,0.132995,121212.121
112,13,,0.12498995,131313.131
113,14,,0.12675513,141414.141
114,15,,0.1290871,151515.152
115,16,,0.132221,161616.162
116,17,,0.13297155,171717.172
117,18,,0.13917069,181818.182
118,19,,0.13718565,191919.192
119,20,,0.13497198,202020.202
120,21,,0.12938471,212121.212
121,22,,0.124661334,222222.222
122,23,,0.12857829,232323.232
123,24,,0.1313083,242424.242
124,25,,0.13636693,252525.253
125,26,,0.13685732,262626.263
126,27,,0.13566914,272727.273
127,28,,0.13022931,282828.283
128,29,,0.12256588,292929.293
129,30,,0.123599,303030.303
130,31,,0.12889166,313131.313
131,32,,0.12402739,323232.323
132,33,,0.12459414,333333.333
133,34,,0.13069212,343434.343
134,35,,0.1377197,353535.354
135,36,,0.13148549,363636.364
136,37,,0.13201615,373737.374
137,38,,0.13040797,383838.384
138,39,,0.12848403,393939.394
139,40,,0.13544585,404040.404
140,41,,0.13734667,414141.414
141,42,,0.1387348,424242.424
142,43,,0.13280751,434343.434
143,44,,0.12516786,444444.444
144,45,,0.120155565,454545.455
145,46,,0.11169244,464646.465
146,47,,0.11408167,474747.475
147,48,,0.10148424,484848.485
148,49,,0.100844115,494949.495
149,50,,0.10556503,505050.505
150,51,,0.11014215,515151.515
151,52,,0.110746935,525252.525
152,53,,0.11088043,535353.535
153,54,,0.10892626,545454.545
154,55,,0.10500313,555555.556
155,56,,0.09631245,565656.566
156,57,,0.10380171,575757.576
157,58,,0.10119281,585858.586
158,59,,0.09697441,595959.596
159,60,,0.0983657,606060.606
160,61,,0.104578175,616161.616
161,62,,0.110842705,626262.626
162,63,,0.114644706,636363.636
163,64,,0.12136372,646464.646
164,65,,0.11102549,656565.657
165,66,,0.10905078,666666.667
166,67,,0.107207865,676767.677
167,68,,0.108190164,686868.687
168,69,,0.101107195,696969.697
169,70,,0.102403626,707070.707
170,71,,0.10547967,717171.717
171,72,,0.09349076,727272.727
172,73,,0.09777212,737373.737
173,74,,0.10562237,747474.747
174,75,,0.106522895,757575.758
175,76,,0.10466827,767676.768
176,77,,0.09616107,777777.778
177,78,,0.089531146,787878.788
178,79,,0.09396167,797979.798
179,80,,0.09365679,808080.808
180,81,,0.097163685,818181.818
181,82,,0.0924025,828282.828
182,83,,0.08465269,838383.838
183,84,,0.087784186,848484.848
184,85,,0.09122749,858585.859
185,86,,0.09424067,868686.869
186,87,,0.08888029,878787.879
187,88,,0.092433035,888888.889
188,89,,0.08868966,898989.899
189,90,,0.08756097,909090.909
190,91,,0.08672204,919191.919
191,92,,0.10095224,929292.929
192,93,,0.101397395,939393.939
193,94,,0.10855757,949494.949
194,95,,0.10582931,959595.96
195,96,,0.09733458,969696.97
196,97,,0.11065312,979797.98
197,98,,0.100090995,989898.99
198,0,,0.3805375,0.0
199,1,,0.30953765,10101.01
200,2,,0.2728088,20202.02
201,3,,0.25552008,30303.03
202,4,,0.22861482,40404.04
203,5,,0.20223622,50505.051
204,6,,0.19130933,60606.061
205,7,,0.18671389,70707.071
206,8,,0.16927055,80808.081
207,9,,0.1664039,90909.091
208,10,,0.1715534,101010.101
209,11,,0.17594385,111111.111
210,12,,0.18081228,121212.121
211,13,,0.1806111,131313.131
212,14,,0.18558252,141414.141
213,15,,0.1877274,151515.152
214,16,,0.18332374,161616.162
215,17,,0.18700853,171717.172
216,18,,0.19021845,181818.182
217,19,,0.18995014,191919.192
218,20,,0.18514526,202020.202
219,21,,0.17405514,212121.212
220,22,,0.1670449,222222.222
221,23,,0.16929762,232323.232
222,24,,0.16621718,242424.242
223,25,,0.16603032,252525.253
224,26,,0.15346555,262626.263
225,27,,0.14820836,272727.273
226,28,,0.14515114,282828.283
227,29,,0.14624248,292929.293
228,30,,0.14300637,303030.303
229,31,,0.14728157,313131.313
230,32,,0.15047957,323232.323
231,33,,0.14814751,333333.333
232,34,,0.14601429,343434.343
233,35,,0.14727679,353535.354
234,36,,0.14596632,363636.364
235,37,,0.13728005,373737.374
236,38,,0.1288974,383838.384
237,39,,0.13411468,393939.394
238,40,,0.13604963,404040.404
239,41,,0.13841437,414141.414
240,42,,0.13393246,424242.424
241,43,,0.13652284,434343.434
242,44,,0.13918008,444444.444
243,45,,0.13636038,454545.455
244,46,,0.13296366,464646.465
245,47,,0.12735899,474747.475
246,48,,0.12278171,484848.485
247,49,,0.117958516,494949.495
248,50,,0.10982263,505050.505
249,51,,0.11006783,515151.515
250,52,,0.10902763,525252.525
251,53,,0.10590313,535353.535
252,54,,0.10638138,545454.545
253,55,,0.11759093,555555.556
254,56,,0.1280043,565656.566
255,57,,0.13070452,575757.576
256,58,,0.13375808,585858.586
257,59,,0.13802847,595959.596
258,60,,0.13673127,606060.606
