,index,binned,distance,position
0,0,,0.40334514,0.0
1,1,,0.36077338,1010.101
2,2,,0.32453597,2020.202
3,3,,0.3129025,3030.303
4,4,,0.30248907,4040.404
5,5,,0.2777015,5050.505
6,6,,0.2653949,6060.606
7,7,,0.26947173,7070.707
8,8,,0.24664271,8080.808
9,9,,0.23809184,9090.909
10,10,,0.22575636,10101.01
11,11,,0.22133617,11111.111
12,12,,0.21217316,12121.212
13,13,,0.20393327,13131.313
14,14,,0.19443454,14141.414
15,15,,0.18778373,15151.515
16,16,,0.1732653,16161.616
17,17,,0.1809529,17171.717
18,18,,0.17709193,18181.818
19,19,,0.17727283,19191.919
20,20,,0.16552179,20202.02
21,21,,0.16273646,21212.121
22,22,,0.16411614,22222.222
23,23,,0.15915164,23232.323
24,24,,0.15709552,24242.424
25,25,,0.15386407,25252.525
26,26,,0.15114446,26262.626
27,27,,0.14864813,27272.727
28,28,,0.14510077,28282.828
29,29,,0.14082249,29292.929
30,30,,0.13491885,30303.03
31,31,,0.129418,31313.131
32,32,,0.13013652,32323.232
33,33,,0.13395643,33333.333
34,34,,0.13398045,34343.434
35,35,,0.1385352,35353.535
36,36,,0.14365628,36363.636
37,37,,0.13994698,37373.737
38,38,,0.13650054,38383.838
39,39,,0.13263354,39393.939
40,40,,0.13281214,40404.04
41,41,,0.13559657,41414.141
42,42,,0.1385147,42424.242
43,43,,0.14857507,43434.343
44,44,,0.1561402,44444.444
45,45,,0.15039583,45454.545
46,46,,0.1499816,46464.646
47,47,,0.14910057,47474.747
48,48,,0.1518147,48484.848
49,49,,0.1431463,49494.949
50,50,,0.1447849,50505.051
51,51,,0.14143682,51515.152
52,52,,0.13845211,52525.253
53,53,,0.14596611,53535.354
54,54,,0.14091004,54545.455
55,55,,0.14102258,55555.556
56,56,,0.14596476,56565.657
57,57,,0.14025265,57575.758
58,58,,0.13501711,58585.859
59,59,,0.14060535,59595.96
60,60,,0.15268156,60606.061
61,61,,0.1558765,61616.162
62,62,,0.14537044,62626.263
63,63,,0.14569022,63636.364
64,64,,0.1410721,64646.465
65,65,,0.14817713,65656.566
66,66,,0.15533212,66666.667
67,67,,0.14605011,67676.768
68,68,,0.15319069,68686.869
69,69,,0.15319136,69696.97
70,70,,0.15384777,70707.071
71,71,,0.1479965,71717.172
72,72,,0.14147052,72727.273
73,73,,0.1507511,73737.374
74,74,,0.1548328,74747.475
75,75,,0.15843707,75757.576
76,76,,0.15978144,76767.677
77,77,,0.15209237,77777.778
78,78,,0.1522689,78787.879
79,79,,0.16729303,79797.98
80,80,,0.15274346,80808.081
81,81,,0.15357791,81818.182
82,82,,0.15550019,82828.283
83,83,,0.16428967,83838.384
84,84,,0.16645445,84848.485
85,85,,0.16936758,85858.586
86,86,,0.18427557,86868.687
87,87,,0.2018247,87878.788
88,88,,0.23691119,88888.889
89,89,,0.24440023,89898.99
90,90,,0.2370069,90909.091
91,91,,0.24605985,91919.192
92,92,,0.26933268,92929.293
93,93,,0.22864486,93939.394
94,94,,0.19011125,94949.495
95,95,,0.20466752,95959.596
96,96,,0.2764182,96969.697
97,97,,0.1964421,97979.798
98,98,,0.105445914,98989.899
99,0,,0.4539832,0.0
100,1,,0.41314033,1010.101
101,2,,0.38449803,2020.202
102,3,,0.3586696,3030.303
103,4,,0.35045955,4040.404
104,5,,0.33469322,5050.505
105,6,,0.2981174,6060.606
106,7,,0.2877608,7070.707
107,8,,0.27748936,8080.808
108,9,,0.26547876,9090.909
109,10,,0.24929611,10101.01
110,11,,0.24104339,11111.111
111,12,,0.22500704,12121.212
112,13,,0.22749631,13131.313
113,14,,0.2151549,14141.414
114,15,,0.20081048,15151.515
115,16,,0.20488064,16161.616
116,17,,0.2051208,17171.717
117,18,,0.19710037,18181.818
118,19,,0.18560484,19191.919
119,20,,0.18313552,20202.02
120,21,,0.19572866,21212.121
121,22,,0.19659647,22222.222
122,23,,0.21127167,23232.323
123,24,,0.21049356,24242.424
124,25,,0.21086863,25252.525
125,26,,0.20950127,26262.626
126,27,,0.20370443,27272.727
127,28,,0.2248575,28282.828
128,29,,0.2362304,29292.929
129,30,,0.23825659,30303.03
130,31,,0.24109071,31313.131
131,32,,0.24139719,32323.232
132,33,,0.25217628,33333.333
133,34,,0.24861105,34343.434
134,35,,0.25236017,35353.535
135,36,,0.25010327,36363.636
136,37,,0.27340662,37373.737
137,38,,0.27311498,38383.838
138,39,,0.26562384,39393.939
139,40,,0.24501488,40404.04
140,41,,0.25103754,41414.141
141,42,,0.26768494,42424.242
142,43,,0.240728,43434.343
143,44,,0.24195543,44444.444
144,45,,0.22272079,45454.545
145,46,,0.21691802,46464.646
146,47,,0.20498435,47474.747
147,48,,0.19278418,48484.848
148,49,,0.19487174,49494.949
149,50,,0.1805726,50505.051
150,51,,0.18609408,51515.152
151,52,,0.1787649,52525.253
152,53,,0.16660331,53535.354
153,54,,0.16705106,54545.455
154,55,,0.17237844,55555.556
155,56,,0.15892766,56565.657
156,57,,0.14891362,57575.758
157,58,,0.1546052,58585.859
158,59,,0.16232707,59595.96
159,60,,0.15340109,60606.061
160,61,,0.16092691,61616.162
161,62,,0.15237148,62626.263
162,63,,0.15966797,63636.364
163,64,,0.15392746,64646.465
164,65,,0.1553526,65656.566
165,66,,0.15344717,66666.667
166,67,,0.15100801,67676.768
167,68,,0.15507153,68686.869
168,69,,0.1552238,69696.97
169,70,,0.15767953,70707.071
170,71,,0.16372816,71717.172
171,72,,0.17734173,72727.273
172,73,,0.16523053,73737.374
173,74,,0.1688167,74747.475
174,75,,0.17715637,75757.576
175,76,,0.15725675,76767.677
176,77,,0.15439363,77777.778
177,78,,0.159444,78787.879
178,79,,0.16141485,79797.98
179,80,,0.15009817,80808.081
180,81,,0.1377963,81818.182
181,82,,0.12674463,82828.283
182,83,,0.14674556,83838.384
183,84,,0.14595915,84848.485
184,85,,0.13771239,85858.586
185,86,,0.114648,86868.687
186,87,,0.13334538,87878.788
187,88,,0.11794531,88888.889
188,89,,0.14308468,89898.99
189,90,,0.1183662,90909.091
190,91,,0.099657476,91919.192
191,92,,0.0946314,92929.293
192,93,,0.1013452,93939.394
193,94,,0.10847802,94949.495
194,95,,0.085533306,95959.596
195,96,,0.107105695,96969.697
196,97,,0.09571652,97979.798
197,98,,0.20022044,98989.899
198,0,,0.31716943,0.0
199,1,,0.2912965,1010.101
200,2,,0.25693265,2020.202
201,3,,0.23257248,3030.303
202,4,,0.21024795,4040.404
203,5,,0.19537798,5050.505
204,6,,0.18734433,6060.606
205,7,,0.18700752,7070.707
