,index,binned,distance,position
0,0,,0.49350372,0.0
1,1,,0.4145065,10101.01
2,2,,0.37825018,20202.02
3,3,,0.35123864,30303.03
4,4,,0.32783335,40404.04
5,5,,0.32509306,50505.051
6,6,,0.31929305,60606.061
7,7,,0.3184998,70707.071
8,8,,0.30856875,80808.081
9,9,,0.32236856,90909.091
10,10,,0.3114079,101010.101
11,11,,0.30803308,111111.111
12,12,,0.31248322,121212.121
13,13,,0.31127575,131313.131
14,14,,0.30296144,141414.141
15,15,,0.28576383,151515.152
16,16,,0.2847805,161616.162
17,17,,0.29466957,171717.172
18,18,,0.29315975,181818.182
19,19,,0.2897186,191919.192
20,20,,0.28070083,202020.202
21,21,,0.29013303,212121.212
22,22,,0.29471087,222222.222
23,23,,0.2873631,232323.232
24,24,,0.28571793,242424.242
25,25,,0.28504992,252525.253
26,26,,0.2895283,262626.263
27,27,,0.30477846,272727.273
28,28,,0.30603206,282828.283
29,29,,0.32055217,292929.293
30,30,,0.3058656,303030.303
31,31,,0.29899225,313131.313
32,32,,0.30109784,323232.323
33,33,,0.29656819,333333.333
34,34,,0.2875619,343434.343
35,35,,0.29587117,353535.354
36,36,,0.2949821,363636.364
37,37,,0.29871932,373737.374
38,38,,0.29244977,383838.384
39,39,,0.3074215,393939.394
40,40,,0.30147383,404040.404
41,41,,0.28334802,414141.414
42,42,,0.28381217,424242.424
43,43,,0.2791741,434343.434
44,44,,0.2872829,444444.444
45,45,,0.2912374,454545.455
46,46,,0.28807837,464646.465
47,47,,0.28813595,474747.475
48,48,,0.2712287,484848.485
49,49,,0.28329605,494949.495
50,50,,0.30327332,505050.505
51,51,,0.30479458,515151.515
52,52,,0.30039,525252.525
53,53,,0.2931727,535353.535
54,54,,0.27483794,545454.545
55,55,,0.2697192,555555.556
56,56,,0.25580043,565656.566
57,57,,0.26359284,575757.576
58,58,,0.2700826,585858.586
59,59,,0.2854812,595959.596
60,60,,0.29099348,606060.606
61,61,,0.2893348,616161.616
62,62,,0.27486444,626262.626
63,63,,0.2868823,636363.636
64,64,,0.26412258,646464.646
65,65,,0.26525488,656565.657
66,66,,0.26330578,666666.667
67,67,,0.27303195,676767.677
68,68,,0.25981513,686868.687
69,69,,0.2751713,696969.697
70,70,,0.2629936,707070.707
71,71,,0.25916755,717171.717
72,72,,0.25809917,727272.727
73,73,,0.26660442,737373.737
74,74,,0.24985284,747474.747
75,75,,0.27396518,757575.758
76,76,,0.2480129,767676.768
77,77,,0.25041902,777777.778
78,78,,0.24198489,787878.788
79,79,,0.2533284,797979.798
80,80,,0.27510634,808080.808
81,81,,0.26071367,818181.818
82,82,,0.26054695,828282.828
83,83,,0.24123807,838383.838
84,84,,0.23802282,848484.848
85,85,,0.29045,858585.859
86,86,,0.25659055,868686.869
87,87,,0.24181373,878787.879
88,88,,0.2629737,888888.889
89,89,,0.25411227,898989.899
90,90,,0.27624217,909090.909
91,91,,0.30146846,919191.919
92,92,,0.2811367,929292.929
93,93,,0.27559966,939393.939
94,94,,0.24948321,949494.949
95,95,,0.24994709,959595.96
96,96,,0.2474783,969696.97
97,97,,0.2675107,979797.98
98,98,,0.26046178,989898.99
99,0,,0.5307346,0.0
100,1,,0.43857193,10101.01
101,2,,0.37513453,20202.02
102,3,,0.357483,30303.03
103,4,,0.34242716,40404.04
104,5,,0.33652133,50505.051
105,6,,0.3128803,60606.061
106,7,,0.32273638,70707.071
107,8,,0.3406758,80808.081
108,9,,0.3131767,90909.091
109,10,,0.30648884,101010.101
110,11,,0.30493587,111111.111
111,12,,0.2971432,121212.121
112,13,,0.3033348,131313.131
113,14,,0.2865261,141414.141
114,15,,0.30734223,151515.152
115,16,,0.30635288,161616.162
116,17,,0.316823,171717.172
117,18,,0.32130396,181818.182
118,19,,0.33316535,191919.192
119,20,,0.3050218,202020.202
120,21,,0.29931208,212121.212
121,22,,0.32280436,222222.222
122,23,,0.32910368,232323.232
123,24,,0.30857545,242424.242
124,25,,0.30990732,252525.253
125,26,,0.31351086,262626.263
126,27,,0.31947848,272727.273
127,28,,0.31835622,282828.283
128,29,,0.33291382,292929.293
129,30,,0.31701326,303030.303
130,31,,0.32853034,313131.313
131,32,,0.33597258,323232.323
132,33,,0.34393498,333333.333
133,34,,0.31822482,343434.343
134,35,,0.30125302,353535.354
135,36,,0.3205055,363636.364
136,37,,0.31275147,373737.374
137,38,,0.3037282,383838.384
138,39,,0.31073317,393939.394
139,40,,0.3314913,404040.404
140,41,,0.33008385,414141.414
141,42,,0.3173678,424242.424
142,43,,0.30228126,434343.434
143,44,,0.29043537,444444.444
144,45,,0.29005572,454545.455
145,46,,0.28713128,464646.465
146,47,,0.2929158,474747.475
147,48,,0.27506202,484848.485
148,49,,0.2861919,494949.495
149,50,,0.28553808,505050.505
150,51,,0.2614936,515151.515
151,52,,0.25549182,525252.525
152,53,,0.25773603,535353.535
153,54,,0.28771034,545454.545
154,55,,0.28513417,555555.556
155,56,,0.2618201,565656.566
156,57,,0.28369796,575757.576
157,58,,0.28552413,585858.586
158,59,,0.31257424,595959.596
159,60,,0.3479619,606060.606
160,61,,0.3042727,616161.616
161,62,,0.26557004,626262.626
162,63,,0.3075166,636363.636
163,64,,0.2972892,646464.646
164,65,,0.26706958,656565.657
165,66,,0.25740033,666666.667
166,67,,0.2879813,676767.677
