,Unnamed: 0,index,binned,distance,position
530,530,5,,0.3727833,14285.714
531,531,6,,0.3597445,17142.857
532,532,7,,0.37198517,20000.0
533,533,8,,0.37745267,22857.143
534,534,9,,0.37189618,25714.286
535,535,10,,0.35445967,28571.429
536,536,11,,0.35206744,31428.571
537,537,12,,0.35523903,34285.714
538,538,13,,0.35827386,37142.857
539,539,14,,0.35610038,40000.0
540,540,15,,0.3598645,42857.143
541,541,16,,0.35625136,45714.286
542,542,17,,0.36900714,48571.429
543,543,18,,0.3541613,51428.571
544,544,19,,0.34070927,54285.714
545,545,20,,0.34556216,57142.857
546,546,21,,0.35872298,60000.0
547,547,22,,0.35262766,62857.143
548,548,23,,0.33466065,65714.286
549,549,24,,0.3561055,68571.429
550,550,25,,0.35474598,71428.571
551,551,26,,0.36151755,74285.714
552,552,27,,0.3449375,77142.857
553,553,28,,0.34813744,80000.0
554,554,29,,0.34764835,82857.143
555,555,30,,0.35390776,85714.286
556,556,31,,0.34389323,88571.429
557,557,32,,0.34523854,91428.571
558,558,33,,0.35278922,94285.714
559,559,34,,0.35320428,97142.857
560,560,35,,0.34723988,100000.0
561,561,36,,0.34198573,102857.143
562,562,37,,0.3535859,105714.286
563,563,38,,0.33942497,108571.429
564,564,39,,0.35219663,111428.571
565,565,40,,0.35080934,114285.714
566,566,41,,0.35021356,117142.857
567,567,42,,0.34702903,120000.0
568,568,43,,0.34843913,122857.143
569,569,44,,0.33922607,125714.286
570,570,45,,0.34013417,128571.429
571,571,46,,0.34282187,131428.571
572,572,47,,0.34938145,134285.714
573,573,48,,0.35291135,137142.857
574,574,49,,0.34114,140000.0
575,575,50,,0.34426585,142857.143
576,576,51,,0.34270567,145714.286
577,577,52,,0.33765575,148571.429
578,578,53,,0.34256744,151428.571
579,579,54,,0.34405512,154285.714
580,580,55,,0.350148,157142.857
581,581,56,,0.3473499,160000.0
582,582,57,,0.35298362,162857.143
583,583,58,,0.34801528,165714.286
584,584,59,,0.34972975,168571.429
585,585,60,,0.33231705,171428.571
586,586,61,,0.33960402,174285.714
587,587,62,,0.34728414,177142.857
588,588,63,,0.34211788,180000.0
589,589,64,,0.36102095,182857.143
590,590,65,,0.336204,185714.286
591,591,66,,0.33649603,188571.429
592,592,67,,0.3361482,191428.571
593,593,68,,0.31702036,194285.714
594,594,69,,0.3336721,197142.857
595,595,70,,0.32476187,200000.0
596,596,71,,0.33651105,202857.143
597,597,72,,0.3259859,205714.286
598,598,73,,0.33239922,208571.429
599,599,74,,0.32166567,211428.571
600,600,75,,0.3238052,214285.714
601,601,76,,0.3139757,217142.857
602,602,77,,0.3263851,220000.0
603,603,78,,0.30345824,222857.143
604,604,79,,0.32356995,225714.286
605,605,80,,0.31281608,228571.429
606,606,81,,0.3195429,231428.571
607,607,82,,0.30425388,234285.714
608,608,83,,0.30875188,237142.857
609,609,84,,0.3158699,240000.0
610,610,85,,0.31423494,242857.143
611,611,86,,0.30866167,245714.286
612,612,87,,0.303552,248571.429
613,613,88,,0.30869812,251428.571
614,614,89,,0.31148678,254285.714
615,615,90,,0.31693175,257142.857
616,616,91,,0.3045035,260000.0
617,617,92,,0.31988943,262857.143
618,618,93,,0.3105679,265714.286
619,619,94,,0.31107113,268571.429
620,620,95,,0.30356187,271428.571
621,621,96,,0.30643988,274285.714
622,622,97,,0.30701864,277142.857
623,623,98,,0.30709624,280000.0
624,624,99,,0.3120243,282857.143
625,625,100,,0.299982,285714.286
626,626,101,,0.2863949,288571.429
627,627,102,,0.29665703,291428.571
628,628,103,,0.2841013,294285.714
629,629,104,,0.29237184,297142.857
630,630,105,,0.29387686,300000.0
631,631,106,,0.29366085,302857.143
632,632,107,,0.28236085,305714.286
633,633,108,,0.28261426,308571.429
634,634,109,,0.2810706,311428.571
635,635,110,,0.28593248,314285.714
636,636,111,,0.2829232,317142.857
637,637,112,,0.27935594,320000.0
638,638,113,,0.2860401,322857.143
639,639,114,,0.30183697,325714.286
640,640,115,,0.2760627,328571.429
641,641,116,,0.28018674,331428.571
642,642,117,,0.27590883,334285.714
643,643,118,,0.2848494,337142.857
644,644,119,,0.2931133,340000.0
645,645,120,,0.2942747,342857.143
646,646,121,,0.2879499,345714.286
647,647,122,,0.2878349,348571.429
648,648,123,,0.29395953,351428.571
649,649,124,,0.27657,354285.714
650,650,125,,0.2756304,357142.857
651,651,126,,0.30432254,360000.0
652,652,127,,0.26051736,362857.143
653,653,128,,0.28924546,365714.286
654,654,129,,0.29422376,368571.429
655,655,130,,0.28598034,371428.571
656,656,131,,0.2757054,374285.714
657,657,132,,0.28065577,377142.857
658,658,133,,0.27913308,380000.0
659,659,134,,0.26305175,382857.143
660,660,135,,0.2986612,385714.286
661,661,136,,0.28954706,388571.429
662,662,137,,0.26885995,391428.571
663,663,138,,0.2696815,394285.714
664,664,139,,0.2789982,397142.857
665,665,140,,0.23656796,400000.0
666,666,141,,0.25700065,402857.143
667,667,142,,0.23898281,405714.286
668,668,143,,0.2141444,408571.429
669,669,144,,0.25769764,411428.571
670,670,145,,0.24234393,414285.714
671,671,146,,0.22893262,417142.857
672,672,147,,0.24571964,420000.0
673,673,148,,0.2500064,422857.143
674,674,149,,0.21350059,425714.286
675,675,150,,0.23075731,428571.429
676,676,151,,0.23894627,431428.571
677,677,152,,0.2493942,434285.714
678,678,153,,0.25250894,437142.857
679,679,154,,0.24858604,440000.0
680,680,155,,0.23758613,442857.143
681,681,156,,0.24427326,445714.286
682,682,157,,0.20550257,448571.429
683,683,158,,0.20923018,451428.571
684,684,159,,0.19416417,454285.714
685,685,160,,0.232679,457142.857
686,686,161,,0.20145588,460000.0
687,687,162,,0.17870452,462857.143
688,688,163,,0.22820863,465714.286
689,689,164,,0.2023611,468571.429
690,690,165,,0.21813132,471428.571
691,691,166,,0.23250331,474285.714
692,692,167,,0.17733191,477142.857
693,693,168,,0.18508273,480000.0
694,694,169,,0.2409498,482857.143
695,695,170,,0.25867206,485714.286
696,696,171,,0.28123966,488571.429
697,697,172,,0.18895502,491428.571
698,698,173,,0.09836861,494285.714
699,699,174,,0.014550267,497142.857
700,700,0,,0.4463156,0.0
