"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0,7.21954051850828,14.6266223911833,22.2312495566442,30.0442483928546,38.0773604153952,46.3433484155436,54.8561184464402,63.6308605846294,72.6842120451602,82.0344470501884,91.7016988957968,101.708221000025,112.078695443043,122.840599760472,134.024645707522,145.665307634818,157.801463377023,170.477177688403,183.742668050213,197.655506292152,212.282128683336,227.699754685006,243.998854707696,261.286366876782,279.68995334234,299.363727292176,320.496106052624,343.32081392697,368.132683980556,395.311012584304,425.355260977158,458.941873168934,497.019233584328,540.976320219122,592.966518876456,656.597379461084,738.631826511274,854.252885753236,1051.90839204539
"2",0,10.2974472877767,20.862390436801,31.7090983649268,42.8530130599246,54.3108817978108,66.1009085307738,78.2429278797054,90.7586059066094,103.671672770565,117.008193543011,130.796884948317,145.06948770442,159.861206602936,175.211233677472,191.163374026097,207.76679944962,225.076962570282,243.1567142694,262.077681247432,281.921979932706,302.784370369508,324.774992992632,348.02288846348,372.680585839316,398.930173475718,426.991467637126,457.133213610178,489.688779382326,525.078694202108,563.843959865414,606.696972925338,654.602565772022,708.913447569834,771.610759315034,845.76593979812,936.52454570473,1053.53273924774,1218.44652563744,1500.36850557014
"3",0,8.18949748966696,16.5917328184277,25.2180539702706,34.0807418645878,43.1931155086108,52.5696523953126,62.2261268786146,72.1797698464672,82.4494537507288,93.0559079849238,104.021970786099,115.372885355078,127.136649849512,139.34443345647,152.03107410526,165.235677831391,179.002345769634,193.381062845418,208.428793340002,224.210843951728,240.802576770154,258.291585816314,276.78049634704,296.390613798194,317.26675193665,339.583729306806,363.555277408198,389.446521783118,417.591906797144,448.421687903454,482.502429768042,520.601457749922,563.794573258532,613.657365734844,672.632531855182,744.812301701648,837.868209686572,969.023145653374,1193.2339896051
"4",0,8.04771723634216,16.3044892989001,24.7814677102742,33.4907207770724,42.4453369218996,51.6595429968778,61.1488402632388,70.9301613000732,81.0220518308894,91.444882372654,102.221095776611,113.375498221973,124.935603149726,136.932040131997,149.399043968236,162.375043672727,175.903376881619,190.033163158894,204.820380594626,220.329205268308,236.633694567208,253.819926045382,271.988748265186,291.259366568382,311.774087640962,333.704703490282,357.261245400306,382.704248941036,410.362368427202,440.658410536618,474.14913131369,511.58857183669,554.03390875859,603.033454209344,660.987615804926,731.917777105,823.362659477654,952.246982373308,1172.57618764162
"5",0,8.3837889479269,16.9853628266693,25.8163388450806,34.8892892808128,44.2178491274374,53.8168393487234,63.7024085367222,73.892196373007,84.4055230482866,95.2636097498864,106.489836539841,118.110045500444,130.152899030699,142.650305790007,155.63793021896,169.155806122893,183.24908091247,197.968925378803,213.37365525033,229.530126591966,246.515489418636,264.41941587278,283.34696594069,303.422322964974,324.793736341854,347.640172092412,372.180432381974,398.68593271486,427.49905197077,459.060253183934,493.949542464746,532.95244955694,577.170298684378,628.216059306826,688.5903797759,762.482576148908,857.746185898794,992.012702740874,1221.54282933284
"6",0,7.6298780770727,15.4579568101336,23.4948087324012,31.7518755614842,40.2415661663534,48.977368737998,57.97397970893,67.247452515198,76.8153699824734,86.6970449862288,96.9137551401858,107.489018681552,118.448920547713,129.822500017015,141.642214410974,153.944497501427,166.770436825405,180.166601648873,194.18606366778,208.889666926172,224.347623736306,240.641542487656,257.86703566417,276.13711944137,295.5867119124,316.378685607724,338.712166943188,362.834164427598,389.056268575044,417.779333852344,449.531209413828,485.026786367542,525.268352533894,571.72383135377,626.669000778514,693.916453293714,780.613498279942,902.806120219884,1111.69578714606
"7",0,6.6081600610494,13.3879797011569,20.3486156841728,27.4999775657374,34.8528125414814,42.4188025968956,50.2106761632056,58.2423369586452,66.5290132902968,75.0874318438394,83.9360209448332,93.0951495001266,102.587409409577,112.437951297797,122.674886121941,133.329768802485,144.438184838757,156.040467399953,168.182581343966,180.917223080587,194.305202781743,208.417200646324,223.336025677482,239.159560039232,256.004654924426,274.012372580714,293.355174378384,314.246991883072,336.95769048054,361.834446161174,389.33442372691,420.076783119818,454.9295956613,495.164214963658,542.75166924176,600.994006200404,676.081438044244,781.911229280992,962.828452361578
"8",0,7.5383585484715,15.272540358375,23.2129911465834,31.3710153885906,39.758873110381,48.3898907136116,57.2785883487404,66.440826892658,75.8939782670216,85.6571236915362,95.7512855573422,106.199700003039,117.028139080127,128.265293744075,139.943231994482,152.097950584194,164.770044209861,178.005523544344,191.856823694575,206.38405888714,221.656599245514,237.75507427573,254.773949600752,272.824885779798,292.041182578676,312.58375889018,334.649352631214,358.482009471334,384.389582431484,412.76811777428,444.13913316287,479.208944666938,518.967817777318,564.866068358474,619.15217666142,685.593003554078,771.250127245614,891.977062441218,1098.36112132836
"9",0,5.48667075564938,11.1158682636237,16.8951952677988,22.8328795454424,28.9378443555904,35.219789101339,41.6892820362908,48.357867239815,55.2381885804554,62.344134011334,69.6910043353966,77.2957115954054,85.1770135567764,93.355792461356,101.855388477225,110.702001251149,119.92517696795,129.558403741997,139.639845606739,150.213255717041,161.329123980664,173.046135262483,185.433044818379,198.571122956856,212.557389728374,227.508967312446,243.569048178396,260.91525696819,279.771659459038,300.426511434082,323.259390979524,348.784378673896,377.722223029486,411.12851268523,450.639767151122,498.997634390936,561.34176840227,649.210890107976,799.424145825018
"10",0,7.82717017561466,15.8576660463016,24.1023335280576,32.5729101964926,41.2821257870152,50.243817265979,59.4730610837652,68.9863257834604,78.8016488444724,88.9388425313452,99.4197346507422,110.268451570476,121.511752727838,133.179428293928,145.304774866198,157.925168314806,171.082758611374,184.825319202078,199.207294101821,214.291100649658,230.14876669596,246.86401084615,264.534917915638,283.277426433118,303.229943181004,324.559552220134,347.470528943586,372.216268964464,399.116419851736,428.582201299316,461.15511149581,497.568527082778,538.850652869792,586.507369614122,642.873301948974,711.859627732436,800.79847026378,926.150728382094,1140.44182903175
